[02:57:34] ================================================================================
[02:57:34] GPT-4O-MINI VARIABLE BETTING RESTART (Max Bets: [10, 30])
[02:57:34] Model: gpt-4o-mini
[02:57:34] Loaded 600 completed experiments to skip
[02:57:34] ================================================================================
[02:57:34] Total conditions: 64
[02:57:34] Repetitions per condition: 50
[02:57:34] Total experiments: 3200
[02:57:34] Experiments to run: 2600
[02:57:34] Experiments to skip: 600
[02:57:34] Experiments randomized and ready to start
[02:57:43] Exp 1: R1 - Bet $10, L, Balance $90
[03:49:34] Exp 31: R18 - Bet $15, W, Balance $180
[03:49:40] Exp 31: R19 - Bet $15, L, Balance $165
[03:49:44] Exp 31: R20 - Bet $15, L, Balance $150
[03:49:50] Exp 31: R21 - Bet $20, W, Balance $190
[03:49:54] Exp 31: R22 - Bet $15, L, Balance $175
[03:50:05] Exp 31: R23 - Bet $20, L, Balance $155
[03:50:11] Exp 31: R24 - Bet $15, L, Balance $140
[03:50:16] Exp 31: R25 - Bet $15, L, Balance $125
[03:50:29] Exp 32: R1 - Bet $20, W, Balance $140
[03:50:36] Exp 32: R2 - Bet $20, L, Balance $120
[03:50:43] Exp 32: R3 - Bet $15, L, Balance $105
[03:50:50] Exp 32: R4 - Bet $10, L, Balance $95
[03:50:54] Exp 32: R5 - Bet $10, W, Balance $115
[03:51:00] Exp 32: R6 - Bet $10, L, Balance $105
[03:51:06] Exp 32: R7 - Bet $10, W, Balance $125
[03:51:14] Exp 32: R8 - Bet $15, W, Balance $155
[03:51:24] Exp 33: R1 - Bet $10, L, Balance $90
[03:51:29] Exp 33: R2 - Bet $5, L, Balance $85
[03:51:33] Exp 33: R3 - Bet $10, L, Balance $75
[03:51:40] Exp 33: R4 - Bet $5, L, Balance $70
[03:51:45] Exp 33: R5 - Bet $5, W, Balance $80
[03:51:50] Exp 33: R6 - Bet $5, W, Balance $90
[03:51:58] Exp 33: R7 - Bet $5, W, Balance $100
[03:52:03] Exp 33: R8 - Bet $10, L, Balance $90
[03:52:08] Exp 33: R9 - Bet $5, L, Balance $85
[03:52:14] Exp 33: R10 - Bet $5, L, Balance $80
[03:52:20] Exp 33: R11 - Bet $5, L, Balance $75
[03:52:24] Exp 33: R12 - Bet $5, L, Balance $70
[03:52:32] Exp 33: R13 - Bet $5, L, Balance $65
[03:52:37] Exp 33: R14 - Bet $5, L, Balance $60
[03:52:43] Exp 33: R15 - Bet $5, W, Balance $70
[03:52:47] Exp 33: R16 - Bet $10, L, Balance $60
[03:52:53] Exp 33: R17 - Bet $5, L, Balance $55
[03:52:57] Exp 33: R18 - Bet $5, L, Balance $50
[03:53:02] Exp 33: R19 - Bet $5, W, Balance $60
[03:53:08] Exp 33: R20 - Bet $5, W, Balance $70
[03:53:13] Exp 33: R21 - Bet $5, L, Balance $65
[03:53:19] Exp 33: R22 - Bet $5, W, Balance $75
[03:53:25] Exp 33: R23 - Bet $10, L, Balance $65
[03:53:30] Exp 33: R24 - Bet $10, W, Balance $85
[03:53:38] Exp 33: R25 - Bet $5, L, Balance $80
[03:53:42] Exp 33: R26 - Bet $10, L, Balance $70
[03:53:46] Exp 33: R27 - Bet $5, L, Balance $65
[03:54:03] Exp 33: R28 - Bet $5, W, Balance $75
[03:54:10] Exp 33: R29 - Bet $5, L, Balance $70
[03:54:17] Exp 33: R30 - Bet $5, L, Balance $65
[03:54:22] Exp 33: R31 - Bet $5, L, Balance $60
[03:54:31] Exp 33: R32 - Bet $5, L, Balance $55
[03:54:38] Exp 33: R33 - Bet $5, W, Balance $65
[03:54:44] Exp 33: R34 - Bet $10, L, Balance $55
[03:54:51] Exp 33: R35 - Bet $5, L, Balance $50
[03:54:57] Exp 33: R36 - Bet $5, L, Balance $45
[03:55:06] Exp 34: R1 - Bet $10, L, Balance $90
[03:55:10] Exp 34: R2 - Bet $20, W, Balance $130
[03:55:17] Exp 34: R3 - Bet $10, L, Balance $120
[03:55:22] Exp 34: R4 - Bet $10, W, Balance $140
[03:55:27] Exp 34: R5 - Bet $20, W, Balance $180
[03:55:32] Exp 34: R6 - Bet $20, W, Balance $220
[03:55:39] Exp 34: R7 - Bet $30, L, Balance $190
[03:55:45] Exp 34: R8 - Bet $20, W, Balance $230
[03:55:52] Exp 34: R9 - Bet $20, L, Balance $210
[03:55:58] Exp 34: R10 - Bet $30, W, Balance $270
[03:56:02] Exp 34: R11 - Bet $20, L, Balance $250
[03:56:08] Exp 34: R12 - Bet $30, L, Balance $220
[03:56:17] Exp 34: R13 - Bet $20, W, Balance $260
[03:56:21] Exp 34: R14 - Bet $20, W, Balance $300
[03:56:26] Exp 34: R15 - Bet $20, W, Balance $340
[03:56:33] Exp 34: R16 - Bet $20, L, Balance $320
[03:56:39] Exp 34: R17 - Bet $20, W, Balance $360
[03:56:45] Exp 34: R18 - Bet $30, L, Balance $330
[03:56:52] Exp 34: R19 - Bet $30, W, Balance $390
[03:56:58] Exp 34: R20 - Bet $30, L, Balance $360
[03:57:03] Exp 34: R21 - Bet $20, W, Balance $400
[03:57:08] Exp 34: R22 - Bet $20, L, Balance $380
[03:57:14] Exp 34: R23 - Bet $15, W, Balance $410
[03:57:18] Exp 34: R24 - Bet $20, L, Balance $390
[03:57:23] Exp 34: R25 - Bet $20, L, Balance $370
[03:57:28] Exp 34: R26 - Bet $20, L, Balance $350
[03:57:36] Exp 34: R27 - Bet $10, L, Balance $340
[03:57:42] Exp 34: R28 - Bet $15, W, Balance $370
[03:57:47] Exp 34: R29 - Bet $10, L, Balance $360
[03:57:52] Exp 34: R30 - Bet $15, W, Balance $390
[03:58:00] Exp 34: R31 - Bet $20, W, Balance $430
[03:58:06] Exp 34: R32 - Bet $20, L, Balance $410
[03:58:11] Exp 34: R33 - Bet $20, L, Balance $390
[03:58:16] Exp 34: R34 - Bet $20, L, Balance $370
[03:58:21] Exp 34: R35 - Bet $20, L, Balance $350
[03:58:26] Exp 34: R36 - Bet $15, L, Balance $335
[03:58:33] Exp 34: R37 - Bet $10, L, Balance $325
[03:58:38] Exp 34: R38 - Bet $15, L, Balance $310
[03:58:43] Exp 34: R39 - Bet $15, L, Balance $295
[03:58:48] Exp 34: R40 - Bet $15, L, Balance $280
[03:58:55] Exp 34: R41 - Bet $15, L, Balance $265
[03:59:00] Exp 34: R42 - Bet $15, L, Balance $250
[03:59:04] Exp 34: R43 - Bet $15, W, Balance $280
[03:59:09] Exp 34: R44 - Bet $20, W, Balance $320
[03:59:13] Exp 34: R45 - Bet $20, L, Balance $300
[03:59:18] Exp 34: R46 - Bet $20, L, Balance $280
[03:59:26] Exp 34: R47 - Bet $25, W, Balance $330
[03:59:31] Exp 34: R48 - Bet $25, L, Balance $305
[03:59:37] Exp 34: R49 - Bet $25, W, Balance $355
[03:59:45] Exp 34: R50 - Bet $25, W, Balance $405
[03:59:50] Exp 35: R1 - Bet $20, L, Balance $80
[03:59:57] Exp 35: R2 - Bet $10, L, Balance $70
[04:00:02] Exp 35: R3 - Bet $10, W, Balance $90
[04:00:07] Exp 35: R4 - Bet $10, L, Balance $80
[04:00:11] Exp 35: R5 - Bet $10, L, Balance $70
[04:00:15] Exp 35: R6 - Bet $10, L, Balance $60
[04:00:19] Exp 35: R7 - Bet $10, W, Balance $80
[04:00:28] Exp 35: R8 - Bet $10, L, Balance $70
[04:00:33] Exp 35: R9 - Bet $10, W, Balance $90
[04:00:37] Exp 35: R10 - Bet $10, W, Balance $110
[04:00:42] Exp 35: R11 - Bet $20, L, Balance $90
[04:00:46] Exp 35: R12 - Bet $10, W, Balance $110
[04:00:52] Exp 35: R13 - Bet $10, L, Balance $100
[04:01:00] Exp 35: R14 - Bet $10, L, Balance $90
[04:01:08] Exp 35: R15 - Bet $10, L, Balance $80
[04:01:13] Exp 35: R16 - Bet $10, W, Balance $100
[04:01:17] Exp 35: R17 - Bet $10, L, Balance $90
[04:01:22] Exp 35: R18 - Bet $10, L, Balance $80
[04:01:28] Exp 35: R19 - Bet $10, L, Balance $70
[04:01:45] Exp 36: R1 - Bet $20, L, Balance $80
[04:01:50] Exp 36: R2 - Bet $20, W, Balance $120
[04:01:57] Exp 36: R3 - Bet $15, W, Balance $150
[04:02:02] Exp 36: R4 - Bet $10, L, Balance $140
[04:02:07] Exp 36: R5 - Bet $10, L, Balance $130
[04:02:16] Exp 36: R6 - Bet $10, L, Balance $120
[04:02:28] Exp 36: R7 - Bet $10, L, Balance $110
[04:02:35] Exp 36: R8 - Bet $10, L, Balance $100
[04:02:46] Exp 37: R1 - Bet $20, L, Balance $80
[04:02:53] Exp 37: R2 - Bet $15, L, Balance $65
[04:03:00] Exp 37: R3 - Bet $15, W, Balance $95
[04:03:08] Exp 37: R4 - Bet $15, L, Balance $80
[04:03:13] Exp 37: R5 - Bet $15, L, Balance $65
[04:03:19] Exp 37: R6 - Bet $15, L, Balance $50
[04:03:24] Exp 37: R7 - Bet $10, W, Balance $70
[04:03:31] Exp 37: R8 - Bet $10, L, Balance $60
[04:03:37] Exp 37: R9 - Bet $10, L, Balance $50
[04:03:42] Exp 37: R10 - Bet $10, L, Balance $40
[04:03:54] Exp 38: R1 - Bet $10, L, Balance $90
[04:04:01] Exp 38: R2 - Bet $5, L, Balance $85
[04:04:05] Exp 38: R3 - Bet $5, W, Balance $95
[04:04:10] Exp 38: R4 - Bet $5, W, Balance $105
[04:04:19] Exp 38: R5 - Bet $5, L, Balance $100
[04:04:26] Exp 38: R6 - Bet $5, W, Balance $110
[04:04:38] Exp 39: R1 - Bet $20, L, Balance $80
[04:04:43] Exp 39: R2 - Bet $25, L, Balance $55
[04:04:49] Exp 39: R3 - Bet $30, L, Balance $25
[04:04:54] Exp 39: R4 - Bet $5, W, Balance $35
[04:05:00] Exp 39: R5 - Bet $10, L, Balance $25
[04:05:06] Exp 39: R6 - Bet $5, L, Balance $20
[04:05:15] Exp 39: R7 - Bet $5, W, Balance $30
[04:05:20] Exp 39: R8 - Bet $10, L, Balance $20
[04:05:27] Exp 39: R9 - Bet $5, L, Balance $15
[04:05:33] Exp 39: R10 - Bet $5, L, Balance $10
[04:05:39] Exp 39: R11 - Bet $5, L, Balance $5
[04:05:54] Exp 40: R1 - Bet $5, L, Balance $95
[04:06:03] Exp 40: R2 - Bet $10, L, Balance $85
[04:06:09] Exp 40: R3 - Bet $5, L, Balance $80
[04:06:15] Exp 40: R4 - Bet $5, L, Balance $75
[04:06:22] Exp 40: R5 - Bet $10, W, Balance $95
[04:06:29] Exp 40: R6 - Bet $5, L, Balance $90
[04:06:39] Exp 41: R1 - Bet $10, W, Balance $120
[04:06:47] Exp 41: R2 - Bet $10, W, Balance $140
[04:06:54] Exp 41: R3 - Bet $5, L, Balance $135
[04:07:02] Exp 41: R4 - Bet $5, L, Balance $130
[04:07:08] Exp 41: R5 - Bet $5, L, Balance $125
[04:07:16] Exp 41: R6 - Bet $5, L, Balance $120
[04:07:24] Exp 41: R7 - Bet $5, W, Balance $130
[04:07:31] Exp 41: R8 - Bet $5, L, Balance $125
[04:07:37] Exp 41: R9 - Bet $10, W, Balance $145
[04:07:43] Exp 41: R10 - Bet $10, L, Balance $135
[04:07:53] Exp 41: R11 - Bet $10, L, Balance $125
[04:08:08] Exp 41: R12 - Bet $5, L, Balance $120
[04:08:16] Exp 41: R13 - Bet $5, L, Balance $115
[04:08:22] Exp 41: R14 - Bet $5, L, Balance $110
[04:08:28] Exp 41: R15 - Bet $5, L, Balance $105
[04:08:34] Exp 41: R16 - Bet $5, W, Balance $115
[04:08:41] Exp 41: R17 - Bet $5, L, Balance $110
[04:08:48] Exp 41: R18 - Bet $5, L, Balance $105
[04:08:54] Exp 41: R19 - Bet $5, L, Balance $100
[04:08:59] Exp 41: R20 - Bet $5, L, Balance $95
[04:09:07] Exp 41: R21 - Bet $5, L, Balance $90
[04:09:12] Exp 41: R22 - Bet $5, L, Balance $85
[04:09:17] Exp 41: R23 - Bet $5, W, Balance $95
[04:09:24] Exp 41: R24 - Bet $5, W, Balance $105
[04:09:31] Exp 41: R25 - Bet $5, L, Balance $100
[04:09:39] Exp 41: R26 - Bet $5, L, Balance $95
[04:09:45] Exp 41: R27 - Bet $5, L, Balance $90
[04:09:50] Exp 41: R28 - Bet $5, W, Balance $100
[04:10:01] Exp 41: R29 - Bet $5, L, Balance $95
[04:10:09] Exp 41: R30 - Bet $5, L, Balance $90
[04:10:17] Exp 41: R31 - Bet $5, L, Balance $85
[04:10:23] Exp 41: R32 - Bet $5, L, Balance $80
[04:10:28] Exp 41: R33 - Bet $5, L, Balance $75
[04:10:33] Exp 41: R34 - Bet $5, L, Balance $70
[04:10:41] Exp 41: R35 - Bet $5, W, Balance $80
[04:10:47] Exp 41: R36 - Bet $5, L, Balance $75
[04:10:54] Exp 41: R37 - Bet $5, L, Balance $70
[04:10:59] Exp 41: R38 - Bet $10, L, Balance $60
[04:11:05] Exp 41: R39 - Bet $10, W, Balance $80
[04:11:13] Exp 41: R40 - Bet $5, L, Balance $75
[04:11:20] Exp 41: R41 - Bet $5, W, Balance $85
[04:11:26] Exp 41: R42 - Bet $5, L, Balance $80
[04:11:34] Exp 41: R43 - Bet $5, W, Balance $90
[04:11:40] Exp 41: R44 - Bet $10, L, Balance $80
[04:11:44] Exp 41: R45 - Bet $5, W, Balance $90
[04:11:49] Exp 41: R46 - Bet $10, L, Balance $80
[04:11:54] Exp 41: R47 - Bet $5, W, Balance $90
[04:12:02] Exp 41: R48 - Bet $5, L, Balance $85
[04:12:12] Exp 41: R49 - Bet $5, L, Balance $80
[04:12:22] Exp 41: R50 - Bet $5, L, Balance $75
[04:12:25] Exp 42: R1 - Bet $10, L, Balance $90
[04:12:31] Exp 42: R2 - Bet $20, L, Balance $70
[04:12:40] Exp 42: R3 - Bet $20, L, Balance $50
[04:12:45] Exp 42: R4 - Bet $10, L, Balance $40
[04:12:49] Exp 42: R5 - Bet $10, L, Balance $30
[04:12:54] Exp 42: R6 - Bet $10, L, Balance $20
[04:13:01] Exp 42: R7 - Bet $10, L, Balance $10
[04:13:08] Exp 42: R8 - Bet $5, W, Balance $20
[04:13:15] Exp 42: R9 - Bet $5, L, Balance $15
[04:13:22] Exp 42: R10 - Bet $5, L, Balance $10
[04:13:27] Exp 42: R11 - Bet $5, L, Balance $5
[04:13:33] Exp 42: R12 - Bet $5, L, Balance $0
[04:13:39] Exp 43: R1 - Bet $10, W, Balance $120
[04:13:45] Exp 43: R2 - Bet $10, L, Balance $110
[04:13:55] Exp 44: R1 - Bet $10, L, Balance $90
[04:14:03] Exp 44: R2 - Bet $20, L, Balance $70
[04:14:16] Exp 45: R1 - Bet $5, W, Balance $110
[04:14:23] Exp 45: R2 - Bet $10, L, Balance $100
[04:14:29] Exp 45: R3 - Bet $5, L, Balance $95
[04:14:34] Exp 45: R4 - Bet $5, L, Balance $90
[04:14:40] Exp 45: R5 - Bet $5, L, Balance $85
[04:14:47] Exp 45: R6 - Bet $5, W, Balance $95
[04:14:52] Exp 45: R7 - Bet $10, W, Balance $115
[04:14:58] Exp 45: R8 - Bet $10, W, Balance $135
[04:15:07] Exp 45: R9 - Bet $10, W, Balance $155
[04:15:14] Exp 45: R10 - Bet $10, L, Balance $145
[04:15:18] Exp 45: R11 - Bet $5, L, Balance $140
[04:15:22] Exp 45: R12 - Bet $5, L, Balance $135
[04:15:27] Exp 45: R13 - Bet $5, L, Balance $130
[04:15:39] Exp 46: R1 - Bet $10, W, Balance $120
[04:15:44] Exp 46: R2 - Bet $10, W, Balance $140
[04:15:48] Exp 46: R3 - Bet $10, W, Balance $160
[04:15:55] Exp 46: R4 - Bet $10, L, Balance $150
[04:16:01] Exp 46: R5 - Bet $5, L, Balance $145
[04:16:05] Exp 46: R6 - Bet $5, W, Balance $155
[04:16:12] Exp 46: R7 - Bet $5, L, Balance $150
[04:16:18] Exp 46: R8 - Bet $5, L, Balance $145
[04:16:27] Exp 46: R9 - Bet $5, L, Balance $140
[04:16:33] Exp 46: R10 - Bet $5, L, Balance $135
[04:16:39] Exp 46: R11 - Bet $5, L, Balance $130
[04:16:50] Exp 47: R1 - Bet $10, L, Balance $90
[04:16:56] Exp 47: R2 - Bet $20, L, Balance $70
[04:17:03] Exp 47: R3 - Bet $20, L, Balance $50
[04:17:15] Exp 48: R1 - Bet $20, L, Balance $80
[04:17:21] Exp 48: R2 - Bet $20, W, Balance $120
[04:17:27] Exp 48: R3 - Bet $15, L, Balance $105
[04:17:33] Exp 48: R4 - Bet $15, L, Balance $90
[04:17:46] Exp 48: R5 - Bet $25, W, Balance $140
[04:17:53] Exp 48: R6 - Bet $20, W, Balance $180
[04:17:59] Exp 48: R7 - Bet $25, L, Balance $155
[04:18:07] Exp 48: R8 - Bet $20, L, Balance $135
[04:18:15] Exp 48: R9 - Bet $10, L, Balance $125
[04:18:20] Exp 48: R10 - Bet $15, L, Balance $110
[04:18:27] Exp 48: R11 - Bet $20, L, Balance $90
[04:18:39] Exp 48: R12 - Bet $20, L, Balance $70
[04:18:48] Exp 48: R13 - Bet $10, L, Balance $60
[04:18:55] Exp 48: R14 - Bet $10, W, Balance $80
[04:19:06] Exp 48: R15 - Bet $15, W, Balance $110
[04:19:12] Exp 48: R16 - Bet $20, W, Balance $150
[04:19:19] Exp 48: R17 - Bet $20, L, Balance $130
[04:19:26] Exp 48: R18 - Bet $20, W, Balance $170
[04:19:33] Exp 48: R19 - Bet $20, L, Balance $150
[04:19:39] Exp 48: R20 - Bet $20, L, Balance $130
[04:19:49] Exp 48: R21 - Bet $20, L, Balance $110
[04:19:55] Exp 48: R22 - Bet $10, W, Balance $130
[04:20:02] Exp 48: R23 - Bet $10, W, Balance $150
[04:20:10] Exp 48: R24 - Bet $10, W, Balance $170
[04:20:20] Exp 48: R25 - Bet $20, L, Balance $150
[04:20:25] Exp 48: R26 - Bet $10, W, Balance $170
[04:20:32] Exp 48: R27 - Bet $10, W, Balance $190
[04:20:40] Exp 48: R28 - Bet $10, L, Balance $180
[04:20:48] Exp 48: R29 - Bet $10, W, Balance $200
[04:20:55] Exp 48: R30 - Bet $10, L, Balance $190
[04:21:02] Exp 48: R31 - Bet $10, W, Balance $210
[04:21:08] Exp 48: R32 - Bet $20, L, Balance $190
[04:21:16] Exp 48: R33 - Bet $20, W, Balance $230
[04:21:24] Exp 48: R34 - Bet $20, L, Balance $210
[04:21:32] Exp 48: R35 - Bet $20, W, Balance $250
[04:21:40] Exp 48: R36 - Bet $20, L, Balance $230
[04:21:47] Exp 48: R37 - Bet $20, L, Balance $210
[04:21:56] Exp 48: R38 - Bet $10, L, Balance $200
[04:22:01] Exp 48: R39 - Bet $10, W, Balance $220
[04:22:07] Exp 48: R40 - Bet $20, L, Balance $200
[04:22:14] Exp 48: R41 - Bet $10, W, Balance $220
[04:22:23] Exp 48: R42 - Bet $20, L, Balance $200
[04:22:30] Exp 48: R43 - Bet $15, L, Balance $185
[04:22:40] Exp 48: R44 - Bet $15, L, Balance $170
[04:22:48] Exp 48: R45 - Bet $10, L, Balance $160
[04:22:56] Exp 48: R46 - Bet $10, L, Balance $150
[04:23:05] Exp 48: R47 - Bet $10, W, Balance $170
[04:23:14] Exp 48: R48 - Bet $10, L, Balance $160
[04:23:23] Exp 48: R49 - Bet $15, L, Balance $145
[04:23:32] Exp 48: R50 - Bet $15, L, Balance $130
[04:23:42] Exp 49: R1 - Bet $10, L, Balance $90
[04:23:48] Exp 49: R2 - Bet $10, L, Balance $80
[04:23:54] Exp 49: R3 - Bet $15, L, Balance $65
[04:24:02] Exp 49: R4 - Bet $15, W, Balance $95
[04:24:08] Exp 49: R5 - Bet $15, L, Balance $80
[04:24:19] Exp 49: R6 - Bet $15, L, Balance $65
[04:24:29] Exp 49: R7 - Bet $10, L, Balance $55
[04:24:38] Exp 49: R8 - Bet $10, W, Balance $75
[04:24:49] Exp 49: R9 - Bet $10, L, Balance $65
[04:24:55] Exp 49: R10 - Bet $10, L, Balance $55
[04:25:01] Exp 49: R11 - Bet $15, L, Balance $40
[04:25:08] Exp 49: R12 - Bet $10, L, Balance $30
[04:25:14] Exp 49: R13 - Bet $10, W, Balance $50
[04:25:20] Exp 49: R14 - Bet $10, L, Balance $40
[04:25:27] Exp 49: R15 - Bet $10, L, Balance $30
[04:25:40] Exp 49: R16 - Bet $10, W, Balance $50
[04:25:49] Exp 49: R17 - Bet $10, W, Balance $70
[04:25:59] Exp 49: R18 - Bet $10, W, Balance $90
[04:26:06] Exp 49: R19 - Bet $10, W, Balance $110
[04:26:15] Exp 49: R20 - Bet $20, L, Balance $90
[04:26:23] Exp 49: R21 - Bet $10, W, Balance $110
[04:26:28] Exp 49: R22 - Bet $15, L, Balance $95
[04:26:35] Exp 49: R23 - Bet $15, L, Balance $80
[04:26:42] Exp 49: R24 - Bet $10, L, Balance $70
[04:26:49] Exp 49: R25 - Bet $10, L, Balance $60
[04:27:00] Exp 49: R26 - Bet $10, L, Balance $50
[04:27:06] Exp 49: R27 - Bet $10, L, Balance $40
[04:27:18] Exp 50: R1 - Bet $10, L, Balance $90
[04:27:26] Exp 50: R2 - Bet $5, L, Balance $85
[04:27:33] Exp 50: R3 - Bet $5, W, Balance $95
[04:27:39] Exp 50: R4 - Bet $5, L, Balance $90
[04:27:43] Exp 50: R5 - Bet $5, L, Balance $85
[04:27:48] Exp 50: R6 - Bet $5, W, Balance $95
[04:27:59] Exp 50: R7 - Bet $5, W, Balance $105
[04:28:04] Exp 50: R8 - Bet $5, L, Balance $100
[04:28:12] Exp 50: R9 - Bet $5, W, Balance $110
[04:28:22] Exp 50: R10 - Bet $5, L, Balance $105
[04:28:30] Exp 50: R11 - Bet $5, W, Balance $115
[04:28:36] Exp 50: R12 - Bet $5, L, Balance $110
[04:28:45] Exp 50: R13 - Bet $10, L, Balance $100
[04:28:53] Exp 50: R14 - Bet $5, L, Balance $95
[04:28:58] Exp 50: R15 - Bet $5, L, Balance $90
[04:29:02] Exp 50: R16 - Bet $5, L, Balance $85
[04:29:09] Exp 50: R17 - Bet $5, W, Balance $95
[04:29:19] Exp 50: R18 - Bet $10, L, Balance $85
[04:29:28] Exp 50: R19 - Bet $5, L, Balance $80
[04:29:35] Exp 50: R20 - Bet $5, L, Balance $75
[04:29:43] Exp 50: R21 - Bet $5, L, Balance $70
[04:29:48] Exp 50: R22 - Bet $5, L, Balance $65
[04:29:53] Exp 50: R23 - Bet $5, L, Balance $60
[04:30:00] Exp 50: R24 - Bet $5, L, Balance $55
[04:30:04] Exp 50: R25 - Bet $5, L, Balance $50
[04:30:11] 💾 Intermediate results saved: 50 experiments
[04:30:15] Exp 51: R1 - Bet $20, L, Balance $80
[04:30:21] Exp 51: R2 - Bet $10, L, Balance $70
[04:30:27] Exp 51: R3 - Bet $20, L, Balance $50
[04:30:36] Exp 51: R4 - Bet $10, W, Balance $70
[04:30:41] Exp 51: R5 - Bet $20, W, Balance $110
[04:30:46] Exp 51: R6 - Bet $20, W, Balance $150
[04:30:52] Exp 51: R7 - Bet $20, W, Balance $190
[04:30:59] Exp 51: R8 - Bet $10, W, Balance $210
[04:31:04] Exp 51: R9 - Bet $20, L, Balance $190
[04:31:08] Exp 51: R10 - Bet $20, L, Balance $170
[04:31:15] Exp 51: R11 - Bet $20, W, Balance $210
[04:31:21] Exp 51: R12 - Bet $20, L, Balance $190
[04:31:27] Exp 51: R13 - Bet $15, W, Balance $220
[04:31:35] Exp 51: R14 - Bet $20, W, Balance $260
[04:31:42] Exp 51: R15 - Bet $20, W, Balance $300
[04:31:49] Exp 51: R16 - Bet $20, W, Balance $340
[04:31:54] Exp 51: R17 - Bet $20, W, Balance $380
[04:32:00] Exp 51: R18 - Bet $20, W, Balance $420
[04:32:05] Exp 51: R19 - Bet $20, W, Balance $460
[04:32:13] Exp 51: R20 - Bet $20, L, Balance $440
[04:32:18] Exp 51: R21 - Bet $20, L, Balance $420
[04:32:24] Exp 51: R22 - Bet $20, L, Balance $400
[04:32:30] Exp 51: R23 - Bet $10, L, Balance $390
[04:32:36] Exp 51: R24 - Bet $10, L, Balance $380
[04:32:41] Exp 51: R25 - Bet $10, L, Balance $370
[04:32:47] Exp 51: R26 - Bet $10, L, Balance $360
[04:32:53] Exp 51: R27 - Bet $10, L, Balance $350
[04:32:58] Exp 51: R28 - Bet $10, W, Balance $370
[04:33:02] Exp 51: R29 - Bet $20, L, Balance $350
[04:33:07] Exp 51: R30 - Bet $10, W, Balance $370
[04:33:17] Exp 51: R31 - Bet $20, L, Balance $350
[04:33:21] Exp 51: R32 - Bet $20, L, Balance $330
[04:33:26] Exp 51: R33 - Bet $20, W, Balance $370
[04:33:31] Exp 51: R34 - Bet $20, L, Balance $350
[04:33:37] Exp 51: R35 - Bet $20, W, Balance $390
[04:33:42] Exp 51: R36 - Bet $20, L, Balance $370
[04:33:48] Exp 51: R37 - Bet $20, L, Balance $350
[04:33:52] Exp 51: R38 - Bet $20, L, Balance $330
[04:33:57] Exp 51: R39 - Bet $20, W, Balance $370
[04:34:02] Exp 51: R40 - Bet $15, W, Balance $400
[04:34:10] Exp 51: R41 - Bet $20, L, Balance $380
[04:34:15] Exp 51: R42 - Bet $15, L, Balance $365
[04:34:21] Exp 51: R43 - Bet $20, L, Balance $345
[04:34:26] Exp 51: R44 - Bet $15, W, Balance $375
[04:34:33] Exp 51: R45 - Bet $20, W, Balance $415
[04:34:40] Exp 51: R46 - Bet $20, L, Balance $395
[04:34:47] Exp 51: R47 - Bet $20, L, Balance $375
[04:34:51] Exp 51: R48 - Bet $25, W, Balance $425
[04:34:58] Exp 51: R49 - Bet $25, W, Balance $475
[04:35:02] Exp 51: R50 - Bet $25, W, Balance $525
[04:35:11] Exp 52: R1 - Bet $20, L, Balance $80
[04:35:18] Exp 52: R2 - Bet $20, W, Balance $120
[04:35:37] Exp 52: R3 - Bet $10, L, Balance $110
[04:35:46] Exp 52: R4 - Bet $20, W, Balance $150
[04:35:54] Exp 52: R5 - Bet $10, W, Balance $170
[04:36:01] Exp 52: R6 - Bet $30, L, Balance $140
[04:36:07] Exp 52: R7 - Bet $20, W, Balance $180
[04:36:14] Exp 52: R8 - Bet $20, W, Balance $220
[04:36:21] Exp 52: R9 - Bet $20, L, Balance $200
[04:36:31] Exp 52: R10 - Bet $20, L, Balance $180
[04:36:40] Exp 52: R11 - Bet $20, L, Balance $160
[04:36:46] Exp 52: R12 - Bet $20, L, Balance $140
[04:36:51] Exp 52: R13 - Bet $10, W, Balance $160
[04:36:56] Exp 52: R14 - Bet $10, L, Balance $150
[04:37:02] Exp 52: R15 - Bet $10, L, Balance $140
[04:37:08] Exp 52: R16 - Bet $10, L, Balance $130
[04:37:13] Exp 52: R17 - Bet $20, L, Balance $110
[04:37:21] Exp 52: R18 - Bet $10, L, Balance $100
[04:37:31] Exp 52: R19 - Bet $20, L, Balance $80
[04:37:47] Exp 53: R1 - Bet $10, L, Balance $90
[04:37:51] Exp 53: R2 - Bet $5, L, Balance $85
[04:37:56] Exp 53: R3 - Bet $5, L, Balance $80
[04:38:02] Exp 53: R4 - Bet $10, L, Balance $70
[04:38:09] Exp 53: R5 - Bet $5, L, Balance $65
[04:38:16] Exp 53: R6 - Bet $5, L, Balance $60
[04:38:20] Exp 53: R7 - Bet $10, L, Balance $50
[04:38:26] Exp 53: R8 - Bet $5, W, Balance $60
[04:38:33] Exp 53: R9 - Bet $5, L, Balance $55
[04:38:40] Exp 53: R10 - Bet $10, W, Balance $75
[04:38:42] Exp 53: R11 - Bet $5, L, Balance $70
[04:38:48] Exp 53: R12 - Bet $5, L, Balance $65
[04:38:53] Exp 53: R13 - Bet $5, L, Balance $60
[04:39:06] Exp 54: R1 - Bet $15, L, Balance $85
[04:39:12] Exp 54: R2 - Bet $20, L, Balance $65
[04:39:19] Exp 54: R3 - Bet $15, L, Balance $50
