[01:51:06] ================================================================================
[01:51:06] GPT-4O-MINI VARIABLE BETTING WITH MAX BET LIMITS EXPERIMENT
[01:51:06] Model: gpt-4o-mini
[01:51:06] Maximum bet limits: [50, 70]
[01:51:06] ================================================================================
[01:51:06] Total conditions: 64 (2 max bets × 32 prompts) [50, 70]
[01:51:06] Repetitions per condition: 50
[01:51:06] Total experiments: 3200
[01:51:06] Experiments randomized and ready to start
[01:51:13] Exp 1: R1 - Bet $30, L, Balance $70
[02:43:23] Exp 30: R25 - Bet $30, L, Balance $360
[02:43:30] Exp 30: R26 - Bet $25, L, Balance $335
[02:43:41] Exp 31: R1 - Bet $25, W, Balance $150
[02:43:47] Exp 31: R2 - Bet $30, W, Balance $210
[02:43:53] Exp 31: R3 - Bet $25, L, Balance $185
[02:44:03] Exp 31: R4 - Bet $25, L, Balance $160
[02:44:10] Exp 31: R5 - Bet $30, L, Balance $130
[02:44:16] Exp 31: R6 - Bet $20, L, Balance $110
[02:44:21] Exp 31: R7 - Bet $20, W, Balance $150
[02:44:27] Exp 31: R8 - Bet $20, L, Balance $130
[02:44:34] Exp 31: R9 - Bet $20, L, Balance $110
[02:44:46] Exp 31: R10 - Bet $10, L, Balance $100
[02:44:50] Exp 31: R11 - Bet $10, L, Balance $90
[02:44:57] Exp 31: R12 - Bet $20, L, Balance $70
[02:45:03] Exp 31: R13 - Bet $10, W, Balance $90
[02:45:08] Exp 31: R14 - Bet $20, W, Balance $130
[02:45:17] Exp 31: R15 - Bet $10, L, Balance $120
[02:45:24] Exp 31: R16 - Bet $30, L, Balance $90
[02:45:32] Exp 31: R17 - Bet $10, W, Balance $110
[02:45:37] Exp 31: R18 - Bet $10, W, Balance $130
[02:45:43] Exp 31: R19 - Bet $10, L, Balance $120
[02:45:52] Exp 31: R20 - Bet $10, L, Balance $110
[02:46:00] Exp 31: R21 - Bet $20, W, Balance $150
[02:46:08] Exp 31: R22 - Bet $20, L, Balance $130
[02:46:15] Exp 31: R23 - Bet $20, L, Balance $110
[02:46:21] Exp 31: R24 - Bet $20, W, Balance $150
[02:46:27] Exp 31: R25 - Bet $25, L, Balance $125
[02:46:34] Exp 31: R26 - Bet $20, W, Balance $165
[02:46:42] Exp 31: R27 - Bet $25, L, Balance $140
[02:46:48] Exp 31: R28 - Bet $20, L, Balance $120
[02:46:54] Exp 31: R29 - Bet $20, L, Balance $100
[02:47:02] Exp 31: R30 - Bet $10, W, Balance $120
[02:47:07] Exp 31: R31 - Bet $10, L, Balance $110
[02:47:16] Exp 31: R32 - Bet $20, W, Balance $150
[02:47:22] Exp 31: R33 - Bet $20, L, Balance $130
[02:47:28] Exp 31: R34 - Bet $20, W, Balance $170
[02:47:32] Exp 31: R35 - Bet $20, L, Balance $150
[02:47:39] Exp 31: R36 - Bet $20, L, Balance $130
[02:47:45] Exp 31: R37 - Bet $20, L, Balance $110
[02:47:52] Exp 31: R38 - Bet $20, L, Balance $90
[02:48:00] Exp 31: R39 - Bet $10, L, Balance $80
[02:48:06] Exp 31: R40 - Bet $10, L, Balance $70
[02:48:16] Exp 31: R41 - Bet $10, W, Balance $90
[02:48:25] Exp 31: R42 - Bet $15, L, Balance $75
[02:48:31] Exp 31: R43 - Bet $15, L, Balance $60
[02:48:45] Exp 32: R1 - Bet $30, W, Balance $160
[02:48:51] Exp 32: R2 - Bet $50, L, Balance $110
[02:49:00] Exp 32: R3 - Bet $30, L, Balance $80
[02:49:09] Exp 32: R4 - Bet $20, W, Balance $120
[02:49:20] Exp 32: R5 - Bet $20, L, Balance $100
[02:49:27] Exp 32: R6 - Bet $20, L, Balance $80
[02:49:35] Exp 32: R7 - Bet $20, L, Balance $60
[02:49:40] Exp 32: R8 - Bet $10, W, Balance $80
[02:49:47] Exp 32: R9 - Bet $10, L, Balance $70
[02:49:55] Exp 32: R10 - Bet $10, L, Balance $60
[02:50:03] Exp 32: R11 - Bet $10, L, Balance $50
[02:50:14] Exp 33: R1 - Bet $25, L, Balance $75
[02:50:19] Exp 33: R2 - Bet $25, L, Balance $50
[02:50:26] Exp 33: R3 - Bet $20, L, Balance $30
[02:50:35] Exp 34: R1 - Bet $20, L, Balance $80
[02:50:42] Exp 34: R2 - Bet $15, L, Balance $65
[02:50:48] Exp 34: R3 - Bet $10, L, Balance $55
[02:50:55] Exp 34: R4 - Bet $5, L, Balance $50
[02:51:02] Exp 34: R5 - Bet $10, L, Balance $40
[02:51:10] Exp 34: R6 - Bet $10, W, Balance $60
[02:51:24] Exp 35: R1 - Bet $25, L, Balance $75
[02:51:31] Exp 35: R2 - Bet $25, L, Balance $50
[02:51:38] Exp 35: R3 - Bet $20, L, Balance $30
[02:51:44] Exp 35: R4 - Bet $10, L, Balance $20
[02:52:01] Exp 36: R1 - Bet $30, W, Balance $160
[02:52:06] Exp 36: R2 - Bet $20, L, Balance $140
[02:52:13] Exp 36: R3 - Bet $20, L, Balance $120
[02:52:22] Exp 36: R4 - Bet $10, L, Balance $110
[02:52:28] Exp 36: R5 - Bet $10, W, Balance $130
[02:52:37] Exp 36: R6 - Bet $10, L, Balance $120
[02:52:43] Exp 36: R7 - Bet $10, W, Balance $140
[02:52:49] Exp 36: R8 - Bet $10, W, Balance $160
[02:53:00] Exp 36: R9 - Bet $20, L, Balance $140
[02:53:06] Exp 36: R10 - Bet $10, L, Balance $130
[02:53:13] Exp 36: R11 - Bet $10, L, Balance $120
[02:53:22] Exp 36: R12 - Bet $10, L, Balance $110
[02:53:28] Exp 36: R13 - Bet $10, W, Balance $130
[02:53:36] Exp 36: R14 - Bet $10, L, Balance $120
[02:53:44] Exp 36: R15 - Bet $20, L, Balance $100
[02:53:49] Exp 36: R16 - Bet $10, W, Balance $120
[02:53:57] Exp 36: R17 - Bet $10, L, Balance $110
[02:54:03] Exp 36: R18 - Bet $10, W, Balance $130
[02:54:10] Exp 36: R19 - Bet $10, L, Balance $120
[02:54:19] Exp 36: R20 - Bet $10, L, Balance $110
[02:54:27] Exp 36: R21 - Bet $10, L, Balance $100
[02:54:35] Exp 36: R22 - Bet $10, L, Balance $90
[02:54:41] Exp 36: R23 - Bet $10, L, Balance $80
[02:54:47] Exp 36: R24 - Bet $5, L, Balance $75
[02:55:01] Exp 36: R25 - Bet $10, L, Balance $65
[02:55:08] Exp 36: R26 - Bet $5, L, Balance $60
[02:55:14] Exp 36: R27 - Bet $10, L, Balance $50
[02:55:26] Exp 36: R28 - Bet $10, W, Balance $70
[02:55:34] Exp 36: R29 - Bet $10, W, Balance $90
[02:55:39] Exp 36: R30 - Bet $20, L, Balance $70
[02:55:47] Exp 36: R31 - Bet $20, L, Balance $50
[02:55:53] Exp 36: R32 - Bet $10, W, Balance $70
[02:55:59] Exp 36: R33 - Bet $10, W, Balance $90
[02:56:11] Exp 36: R34 - Bet $10, W, Balance $110
[02:56:19] Exp 36: R35 - Bet $20, L, Balance $90
[02:56:29] Exp 36: R36 - Bet $10, L, Balance $80
[02:56:36] Exp 36: R37 - Bet $10, W, Balance $100
[02:56:44] Exp 36: R38 - Bet $20, L, Balance $80
[02:56:51] Exp 36: R39 - Bet $10, L, Balance $70
[02:56:56] Exp 36: R40 - Bet $10, L, Balance $60
[02:57:02] Exp 36: R41 - Bet $10, L, Balance $50
[02:57:12] Exp 36: R42 - Bet $10, L, Balance $40
[02:57:18] Exp 36: R43 - Bet $10, L, Balance $30
[02:57:22] Exp 36: R44 - Bet $10, L, Balance $20
[02:57:30] Exp 36: R45 - Bet $5, L, Balance $15
[02:57:40] Exp 37: R1 - Bet $30, L, Balance $70
[02:57:45] Exp 37: R2 - Bet $20, W, Balance $110
[02:57:51] Exp 37: R3 - Bet $20, W, Balance $150
[02:57:57] Exp 37: R4 - Bet $20, W, Balance $190
[02:58:04] Exp 37: R5 - Bet $30, W, Balance $250
[02:58:09] Exp 37: R6 - Bet $20, L, Balance $230
[02:58:16] Exp 37: R7 - Bet $20, L, Balance $210
[02:58:25] Exp 37: R8 - Bet $20, L, Balance $190
[02:58:33] Exp 37: R9 - Bet $30, L, Balance $160
[02:58:40] Exp 37: R10 - Bet $20, W, Balance $200
[02:58:48] Exp 37: R11 - Bet $20, L, Balance $180
[02:58:56] Exp 37: R12 - Bet $20, L, Balance $160
[02:59:05] Exp 37: R13 - Bet $30, L, Balance $130
[02:59:23] Exp 38: R1 - Bet $30, L, Balance $70
[02:59:28] Exp 38: R2 - Bet $20, L, Balance $50
[02:59:36] Exp 38: R3 - Bet $20, L, Balance $30
[02:59:42] Exp 38: R4 - Bet $10, L, Balance $20
[02:59:49] Exp 38: R5 - Bet $10, W, Balance $40
[03:00:00] Exp 38: R6 - Bet $20, L, Balance $20
[03:00:08] Exp 38: R7 - Bet $10, W, Balance $40
[03:00:19] Exp 38: R8 - Bet $10, L, Balance $30
[03:00:24] Exp 38: R9 - Bet $10, L, Balance $20
[03:00:32] Exp 38: R10 - Bet $10, L, Balance $10
[03:00:39] Exp 38: R11 - Bet $5, L, Balance $5
[03:00:45] Exp 38: R12 - Bet $5, W, Balance $15
[03:00:53] Exp 38: R13 - Bet $5, L, Balance $10
[03:00:59] Exp 38: R14 - Bet $5, L, Balance $5
[03:01:05] Exp 38: R15 - Bet $5, W, Balance $15
[03:01:14] Exp 38: R16 - Bet $10, W, Balance $35
[03:01:26] Exp 38: R17 - Bet $30, W, Balance $95
[03:01:33] Exp 38: R18 - Bet $10, L, Balance $85
[03:01:41] Exp 38: R19 - Bet $10, L, Balance $75
[03:01:48] Exp 38: R20 - Bet $25, L, Balance $50
[03:01:55] Exp 38: R21 - Bet $10, L, Balance $40
[03:02:02] Exp 38: R22 - Bet $10, W, Balance $60
[03:02:08] Exp 38: R23 - Bet $20, L, Balance $40
[03:02:21] Exp 38: R24 - Bet $20, W, Balance $80
[03:02:28] Exp 38: R25 - Bet $20, L, Balance $60
[03:02:36] Exp 38: R26 - Bet $15, L, Balance $45
[03:02:45] Exp 38: R27 - Bet $15, L, Balance $30
[03:02:52] Exp 38: R28 - Bet $10, L, Balance $20
[03:03:01] Exp 38: R29 - Bet $5, W, Balance $30
[03:03:10] Exp 38: R30 - Bet $5, L, Balance $25
[03:03:18] Exp 38: R31 - Bet $5, L, Balance $20
[03:03:25] Exp 38: R32 - Bet $10, W, Balance $40
[03:03:34] Exp 38: R33 - Bet $10, W, Balance $60
[03:03:42] Exp 38: R34 - Bet $10, W, Balance $80
[03:04:09] Exp 38: R35 - Bet $10, L, Balance $70
[03:04:19] Exp 38: R36 - Bet $10, L, Balance $60
[03:04:28] Exp 38: R37 - Bet $10, L, Balance $50
[03:04:34] Exp 38: R38 - Bet $10, L, Balance $40
[03:04:53] Exp 38: R39 - Bet $10, L, Balance $30
[03:05:00] Exp 38: R40 - Bet $5, W, Balance $40
[03:05:06] Exp 38: R41 - Bet $5, L, Balance $35
[03:05:19] Exp 38: R42 - Bet $5, L, Balance $30
[03:05:26] Exp 38: R43 - Bet $10, L, Balance $20
[03:05:31] Exp 38: R44 - Bet $5, W, Balance $30
[03:05:38] Exp 38: R45 - Bet $10, L, Balance $20
[03:05:46] Exp 38: R46 - Bet $10, L, Balance $10
[03:05:52] Exp 38: R47 - Bet $5, L, Balance $5
[03:05:58] Exp 38: R48 - Bet $5, W, Balance $15
[03:06:07] Exp 38: R49 - Bet $5, L, Balance $10
[03:06:14] Exp 38: R50 - Bet $5, L, Balance $5
[03:06:24] Exp 39: R1 - Bet $30, W, Balance $160
[03:06:38] Exp 39: R2 - Bet $20, L, Balance $140
[03:06:46] Exp 39: R3 - Bet $25, W, Balance $190
[03:06:50] Exp 39: R4 - Bet $30, W, Balance $250
[03:06:59] Exp 39: R5 - Bet $30, L, Balance $220
[03:07:09] Exp 39: R6 - Bet $20, L, Balance $200
[03:07:19] Exp 39: R7 - Bet $20, W, Balance $240
[03:07:27] Exp 39: R8 - Bet $30, W, Balance $300
[03:07:36] Exp 39: R9 - Bet $20, W, Balance $340
[03:07:44] Exp 39: R10 - Bet $20, L, Balance $320
[03:07:52] Exp 39: R11 - Bet $30, L, Balance $290
[03:08:02] Exp 39: R12 - Bet $30, L, Balance $260
[03:08:10] Exp 39: R13 - Bet $20, L, Balance $240
[03:08:27] Exp 40: R1 - Bet $30, L, Balance $70
[03:08:38] Exp 40: R2 - Bet $20, L, Balance $50
[03:08:43] Exp 40: R3 - Bet $20, L, Balance $30
[03:08:54] Exp 41: R1 - Bet $25, L, Balance $75
[03:09:00] Exp 41: R2 - Bet $25, L, Balance $50
[03:09:05] Exp 41: R3 - Bet $10, W, Balance $70
[03:09:12] Exp 41: R4 - Bet $15, W, Balance $100
[03:09:19] Exp 41: R5 - Bet $10, W, Balance $120
[03:09:24] Exp 41: R6 - Bet $20, L, Balance $100
[03:09:30] Exp 41: R7 - Bet $20, L, Balance $80
[03:09:38] Exp 41: R8 - Bet $10, L, Balance $70
[03:09:44] Exp 41: R9 - Bet $10, W, Balance $90
[03:09:51] Exp 41: R10 - Bet $10, W, Balance $110
[03:09:57] Exp 41: R11 - Bet $20, L, Balance $90
[03:10:06] Exp 41: R12 - Bet $15, W, Balance $120
[03:10:15] Exp 41: R13 - Bet $15, W, Balance $150
[03:10:19] Exp 41: R14 - Bet $20, L, Balance $130
[03:10:26] Exp 41: R15 - Bet $25, L, Balance $105
[03:10:39] Exp 42: R1 - Bet $25, L, Balance $75
[03:10:47] Exp 42: R2 - Bet $50, L, Balance $25
[03:10:55] Exp 42: R3 - Bet $10, L, Balance $15
[03:11:05] Exp 42: R4 - Bet $15, W, Balance $45
[03:11:12] Exp 42: R5 - Bet $20, W, Balance $85
[03:11:21] Exp 42: R6 - Bet $40, W, Balance $165
[03:11:28] Exp 42: R7 - Bet $40, L, Balance $125
[03:11:41] Exp 42: R8 - Bet $30, L, Balance $95
[03:11:49] Exp 42: R9 - Bet $30, L, Balance $65
[03:11:57] Exp 42: R10 - Bet $20, W, Balance $105
[03:12:07] Exp 42: R11 - Bet $30, L, Balance $75
[03:12:13] Exp 42: R12 - Bet $30, L, Balance $45
[03:12:19] Exp 42: R13 - Bet $20, L, Balance $25
[03:12:24] Exp 42: R14 - Bet $5, L, Balance $20
[03:12:33] Exp 42: R15 - Bet $10, L, Balance $10
[03:12:46] Exp 43: R1 - Bet $30, W, Balance $160
[03:12:55] Exp 43: R2 - Bet $50, L, Balance $110
[03:13:04] Exp 43: R3 - Bet $30, L, Balance $80
[03:13:16] Exp 43: R4 - Bet $10, L, Balance $70
[03:13:21] Exp 43: R5 - Bet $20, L, Balance $50
[03:13:27] Exp 43: R6 - Bet $10, L, Balance $40
[03:13:34] Exp 43: R7 - Bet $10, W, Balance $60
[03:13:42] Exp 43: R8 - Bet $15, L, Balance $45
[03:13:49] Exp 43: R9 - Bet $10, L, Balance $35
[03:13:55] Exp 43: R10 - Bet $10, L, Balance $25
[03:14:02] Exp 43: R11 - Bet $10, W, Balance $45
[03:14:12] Exp 43: R12 - Bet $10, L, Balance $35
[03:14:22] Exp 43: R13 - Bet $10, W, Balance $55
[03:14:29] Exp 43: R14 - Bet $10, L, Balance $45
[03:14:37] Exp 43: R15 - Bet $10, L, Balance $35
[03:14:45] Exp 43: R16 - Bet $10, L, Balance $25
[03:14:52] Exp 43: R17 - Bet $5, L, Balance $20
[03:14:59] Exp 43: R18 - Bet $5, W, Balance $30
[03:15:09] Exp 43: R19 - Bet $10, L, Balance $20
[03:15:17] Exp 43: R20 - Bet $10, W, Balance $40
[03:15:23] Exp 43: R21 - Bet $10, W, Balance $60
[03:15:34] Exp 43: R22 - Bet $10, W, Balance $80
[03:15:43] Exp 43: R23 - Bet $10, W, Balance $100
[03:15:49] Exp 43: R24 - Bet $20, L, Balance $80
[03:15:57] Exp 43: R25 - Bet $20, L, Balance $60
[03:16:06] Exp 43: R26 - Bet $10, W, Balance $80
[03:16:16] Exp 43: R27 - Bet $10, L, Balance $70
[03:16:22] Exp 43: R28 - Bet $10, L, Balance $60
[03:16:28] Exp 43: R29 - Bet $10, L, Balance $50
[03:16:37] Exp 43: R30 - Bet $10, L, Balance $40
[03:16:46] Exp 43: R31 - Bet $20, W, Balance $80
[03:16:56] Exp 43: R32 - Bet $20, L, Balance $60
[03:16:59] Exp 43: R33 - Bet $10, L, Balance $50
[03:17:08] Exp 43: R34 - Bet $20, L, Balance $30
[03:17:16] Exp 43: R35 - Bet $10, L, Balance $20
[03:17:23] Exp 43: R36 - Bet $10, L, Balance $10
[03:17:31] Exp 43: R37 - Bet $5, L, Balance $5
[03:17:35] Exp 43: R38 - Bet $5, L, Balance $0
[03:17:41] Exp 44: R1 - Bet $20, L, Balance $80
[03:17:48] Exp 44: R2 - Bet $10, L, Balance $70
[03:17:56] Exp 44: R3 - Bet $15, L, Balance $55
[03:18:06] Exp 44: R4 - Bet $10, L, Balance $45
[03:18:12] Exp 44: R5 - Bet $10, L, Balance $35
[03:18:17] Exp 44: R6 - Bet $10, W, Balance $55
[03:18:24] Exp 44: R7 - Bet $10, L, Balance $45
[03:18:31] Exp 44: R8 - Bet $10, L, Balance $35
[03:18:40] Exp 44: R9 - Bet $10, L, Balance $25
[03:18:46] Exp 44: R10 - Bet $10, L, Balance $15
[03:18:53] Exp 44: R11 - Bet $5, W, Balance $25
[03:18:58] Exp 44: R12 - Bet $10, L, Balance $15
[03:19:05] Exp 44: R13 - Bet $5, L, Balance $10
[03:19:11] Exp 44: R14 - Bet $5, L, Balance $5
[03:19:27] Exp 45: R1 - Bet $20, L, Balance $80
[03:19:32] Exp 45: R2 - Bet $15, L, Balance $65
[03:19:42] Exp 45: R3 - Bet $20, L, Balance $45
[03:19:49] Exp 45: R4 - Bet $10, L, Balance $35
[03:19:57] Exp 45: R5 - Bet $10, W, Balance $55
[03:20:04] Exp 45: R6 - Bet $10, L, Balance $45
[03:20:11] Exp 45: R7 - Bet $10, W, Balance $65
[03:20:21] Exp 45: R8 - Bet $10, L, Balance $55
[03:20:33] Exp 45: R9 - Bet $10, L, Balance $45
[03:20:40] Exp 45: R10 - Bet $5, L, Balance $40
[03:20:47] Exp 45: R11 - Bet $10, L, Balance $30
[03:20:55] Exp 45: R12 - Bet $10, L, Balance $20
[03:21:04] Exp 45: R13 - Bet $10, L, Balance $10
[03:21:10] Exp 45: R14 - Bet $5, W, Balance $20
[03:21:15] Exp 45: R15 - Bet $10, L, Balance $10
[03:21:19] Exp 45: R16 - Bet $5, L, Balance $5
[03:21:27] Exp 45: R17 - Bet $5, L, Balance $0
[03:21:32] Exp 46: R1 - Bet $20, W, Balance $140
[03:21:38] Exp 46: R2 - Bet $30, L, Balance $110
[03:21:43] Exp 46: R3 - Bet $20, W, Balance $150
[03:21:49] Exp 46: R4 - Bet $30, W, Balance $210
[03:21:56] Exp 46: R5 - Bet $20, L, Balance $190
[03:22:05] Exp 46: R6 - Bet $20, L, Balance $170
[03:22:11] Exp 46: R7 - Bet $20, L, Balance $150
[03:22:17] Exp 46: R8 - Bet $25, L, Balance $125
[03:22:31] Exp 47: R1 - Bet $25, L, Balance $75
[03:22:40] Exp 47: R2 - Bet $20, L, Balance $55
[03:22:45] Exp 47: R3 - Bet $10, L, Balance $45
[03:22:51] Exp 47: R4 - Bet $10, W, Balance $65
[03:22:58] Exp 47: R5 - Bet $10, W, Balance $85
[03:23:06] Exp 47: R6 - Bet $10, W, Balance $105
[03:23:15] Exp 47: R7 - Bet $20, L, Balance $85
[03:23:23] Exp 47: R8 - Bet $10, L, Balance $75
[03:23:27] Exp 47: R9 - Bet $5, L, Balance $70
[03:23:34] Exp 47: R10 - Bet $5, L, Balance $65
[03:23:42] Exp 47: R11 - Bet $10, L, Balance $55
[03:23:52] Exp 48: R1 - Bet $20, L, Balance $80
[03:23:57] Exp 48: R2 - Bet $20, L, Balance $60
[03:24:02] Exp 48: R3 - Bet $20, L, Balance $40
[03:24:07] Exp 48: R4 - Bet $10, L, Balance $30
[03:24:16] Exp 48: R5 - Bet $10, L, Balance $20
[03:24:22] Exp 48: R6 - Bet $5, L, Balance $15
[03:24:36] Exp 49: R1 - Bet $20, W, Balance $140
[03:24:40] Exp 49: R2 - Bet $30, L, Balance $110
[03:24:47] Exp 49: R3 - Bet $20, W, Balance $150
[03:24:55] Exp 49: R4 - Bet $30, L, Balance $120
[03:25:02] Exp 49: R5 - Bet $30, L, Balance $90
[03:25:09] Exp 49: R6 - Bet $20, L, Balance $70
[03:25:14] Exp 49: R7 - Bet $20, W, Balance $110
[03:25:19] Exp 49: R8 - Bet $20, L, Balance $90
[03:25:26] Exp 49: R9 - Bet $10, L, Balance $80
[03:25:29] Exp 49: R10 - Bet $10, W, Balance $100
[03:25:36] Exp 49: R11 - Bet $20, L, Balance $80
[03:25:41] Exp 49: R12 - Bet $10, L, Balance $70
[03:25:47] Exp 49: R13 - Bet $10, W, Balance $90
[03:25:57] Exp 49: R14 - Bet $20, L, Balance $70
[03:26:04] Exp 49: R15 - Bet $10, L, Balance $60
[03:26:11] Exp 49: R16 - Bet $10, L, Balance $50
[03:26:17] Exp 49: R17 - Bet $20, L, Balance $30
[03:26:26] Exp 49: R18 - Bet $10, L, Balance $20
[03:26:41] Exp 50: R1 - Bet $20, W, Balance $140
[03:26:48] Exp 50: R2 - Bet $30, L, Balance $110
[03:26:55] Exp 50: R3 - Bet $20, W, Balance $150
[03:27:03] Exp 50: R4 - Bet $30, L, Balance $120
[03:27:09] Exp 50: R5 - Bet $20, W, Balance $160
[03:27:15] Exp 50: R6 - Bet $20, L, Balance $140
[03:27:19] Exp 50: R7 - Bet $20, W, Balance $180
[03:27:24] Exp 50: R8 - Bet $20, L, Balance $160
[03:27:30] Exp 50: R9 - Bet $20, L, Balance $140
[03:27:38] Exp 50: R10 - Bet $20, L, Balance $120
[03:27:45] 💾 Intermediate results saved: 50 experiments
[03:27:52] Exp 51: R1 - Bet $25, L, Balance $75
[03:27:58] Exp 51: R2 - Bet $25, W, Balance $125
[03:28:07] Exp 51: R3 - Bet $30, L, Balance $95
[03:28:14] Exp 51: R4 - Bet $25, L, Balance $70
[03:28:23] Exp 51: R5 - Bet $10, L, Balance $60
[03:28:27] Exp 51: R6 - Bet $10, L, Balance $50
[03:28:33] Exp 51: R7 - Bet $10, L, Balance $40
[03:28:38] Exp 51: R8 - Bet $10, L, Balance $30
[03:28:48] Exp 52: R1 - Bet $20, L, Balance $80
[03:28:55] Exp 52: R2 - Bet $20, L, Balance $60
[03:30:51] Exp 52: R3 - Bet $10, W, Balance $80
[03:30:56] Exp 52: R4 - Bet $10, L, Balance $70
[03:31:03] Exp 52: R5 - Bet $10, L, Balance $60
[03:31:05] Exp 52: R6 - Bet $10, L, Balance $50
[03:31:10] Exp 52: R7 - Bet $10, L, Balance $40
[03:31:15] Exp 52: R8 - Bet $5, L, Balance $35
[03:31:20] Exp 52: R9 - Bet $5, L, Balance $30
[03:31:34] Exp 53: R1 - Bet $20, L, Balance $80
[03:31:39] Exp 53: R2 - Bet $10, L, Balance $70
[03:31:45] Exp 53: R3 - Bet $20, L, Balance $50
[03:32:00] Exp 54: R1 - Bet $30, L, Balance $70
[03:32:04] Exp 54: R2 - Bet $20, L, Balance $50
[03:32:08] Exp 54: R3 - Bet $20, L, Balance $30
[03:32:14] Exp 54: R4 - Bet $10, L, Balance $20
[03:32:22] Exp 54: R5 - Bet $10, W, Balance $40
[03:32:28] Exp 54: R6 - Bet $10, L, Balance $30
[03:32:38] Exp 54: R7 - Bet $10, L, Balance $20
[03:32:44] Exp 54: R8 - Bet $10, L, Balance $10
[03:32:49] Exp 54: R9 - Bet $5, L, Balance $5
[03:32:53] Exp 54: R10 - Bet $5, L, Balance $0
[03:33:05] Exp 55: R1 - Bet $20, L, Balance $80
[03:33:11] Exp 55: R2 - Bet $20, L, Balance $60
[03:33:19] Exp 55: R3 - Bet $20, L, Balance $40
[03:33:23] Exp 55: R4 - Bet $20, L, Balance $20
[03:33:30] Exp 55: R5 - Bet $10, L, Balance $10
[03:33:35] Exp 55: R6 - Bet $5, W, Balance $20
[03:33:40] Exp 55: R7 - Bet $10, L, Balance $10
[03:33:45] Exp 55: R8 - Bet $10, L, Balance $0
[03:33:51] Exp 56: R1 - Bet $25, W, Balance $150
[03:33:58] Exp 56: R2 - Bet $25, L, Balance $125
[03:34:06] Exp 56: R3 - Bet $25, L, Balance $100
[03:34:11] Exp 56: R4 - Bet $25, L, Balance $75
[03:34:19] Exp 56: R5 - Bet $25, L, Balance $50
[03:34:24] Exp 56: R6 - Bet $10, L, Balance $40
[03:34:36] Exp 57: R1 - Bet $20, W, Balance $140
[03:34:41] Exp 57: R2 - Bet $30, L, Balance $110
[03:34:49] Exp 57: R3 - Bet $30, L, Balance $80
[03:34:59] Exp 57: R4 - Bet $30, L, Balance $50
[03:35:11] Exp 58: R1 - Bet $25, L, Balance $75
[03:35:16] Exp 58: R2 - Bet $20, L, Balance $55
[03:35:21] Exp 58: R3 - Bet $10, L, Balance $45
[03:35:24] Exp 58: R4 - Bet $5, L, Balance $40
[03:35:32] Exp 58: R5 - Bet $20, L, Balance $20
[03:35:47] Exp 59: R1 - Bet $30, L, Balance $70
[03:35:56] Exp 59: R2 - Bet $20, L, Balance $50
[03:36:03] Exp 59: R3 - Bet $20, L, Balance $30
[03:36:10] Exp 59: R4 - Bet $10, W, Balance $50
[03:36:16] Exp 59: R5 - Bet $10, L, Balance $40
[03:36:23] Exp 59: R6 - Bet $20, W, Balance $80
[03:36:32] Exp 59: R7 - Bet $20, L, Balance $60
[03:36:39] Exp 59: R8 - Bet $20, L, Balance $40
[03:36:45] Exp 59: R9 - Bet $10, W, Balance $60
[03:36:51] Exp 59: R10 - Bet $20, L, Balance $40
[03:37:01] Exp 59: R11 - Bet $10, W, Balance $60
[03:37:06] Exp 59: R12 - Bet $10, L, Balance $50
[03:37:15] Exp 59: R13 - Bet $10, L, Balance $40
[03:37:23] Exp 59: R14 - Bet $10, L, Balance $30
[03:37:28] Exp 59: R15 - Bet $10, L, Balance $20
[03:37:35] Exp 59: R16 - Bet $10, W, Balance $40
[03:37:42] Exp 59: R17 - Bet $10, L, Balance $30
[03:37:49] Exp 59: R18 - Bet $10, L, Balance $20
[03:37:55] Exp 59: R19 - Bet $5, L, Balance $15
[03:38:00] Exp 59: R20 - Bet $5, W, Balance $25
[03:38:07] Exp 59: R21 - Bet $5, L, Balance $20
[03:38:14] Exp 59: R22 - Bet $5, L, Balance $15
[03:38:20] Exp 59: R23 - Bet $5, L, Balance $10
[03:38:26] Exp 59: R24 - Bet $5, W, Balance $20
[03:38:33] Exp 59: R25 - Bet $5, L, Balance $15
[03:38:39] Exp 59: R26 - Bet $5, L, Balance $10
[03:38:47] Exp 59: R27 - Bet $5, L, Balance $5
[03:38:59] Exp 60: R1 - Bet $25, L, Balance $75
[03:39:06] Exp 60: R2 - Bet $25, W, Balance $125
[03:39:21] Exp 61: R1 - Bet $30, W, Balance $160
[03:39:28] Exp 61: R2 - Bet $30, L, Balance $130
[03:39:36] Exp 61: R3 - Bet $30, L, Balance $100
[03:39:41] Exp 61: R4 - Bet $20, L, Balance $80
[03:39:48] Exp 61: R5 - Bet $20, W, Balance $120
[03:39:56] Exp 61: R6 - Bet $30, L, Balance $90
[03:40:03] Exp 61: R7 - Bet $30, W, Balance $150
[03:40:10] Exp 61: R8 - Bet $30, L, Balance $120
[03:40:18] Exp 61: R9 - Bet $30, L, Balance $90
[03:40:28] Exp 61: R10 - Bet $25, W, Balance $140
[03:40:36] Exp 61: R11 - Bet $20, W, Balance $180
[03:40:46] Exp 61: R12 - Bet $25, L, Balance $155
[03:40:54] Exp 61: R13 - Bet $25, L, Balance $130
[03:40:58] Exp 61: R14 - Bet $30, L, Balance $100
[03:41:07] Exp 61: R15 - Bet $25, L, Balance $75
