[01:50:58] ================================================================================
[01:50:58] GPT-4O-MINI FIXED BET SIZE VARIATION EXPERIMENT
[01:50:58] Model: gpt-4o-mini
[01:50:58] Bet sizes: [30, 50, 70]
[04:01:47] Exp 668: R1 - Bet $50, L, Balance $50
[04:02:16] Exp 671: R1 - Bet $30, W, Balance $160
[04:02:24] Exp 671: R2 - Bet $30, L, Balance $130
[04:02:40] Exp 672: R1 - Bet $30, W, Balance $160
[04:02:46] Exp 672: R2 - Bet $30, L, Balance $130
[04:03:10] Exp 673: R1 - Bet $70, W, Balance $240
[04:03:45] Exp 676: R1 - Bet $50, L, Balance $50
[04:04:02] Exp 677: R1 - Bet $30, W, Balance $160
[04:04:11] Exp 677: R2 - Bet $30, W, Balance $220
[04:04:45] Exp 681: R1 - Bet $30, W, Balance $160
[04:04:56] Exp 681: R2 - Bet $30, W, Balance $220
[04:05:29] Exp 684: R1 - Bet $30, L, Balance $70
[04:05:43] Exp 685: R1 - Bet $30, L, Balance $70
[04:06:01] Exp 687: R1 - Bet $30, L, Balance $70
[04:06:23] Exp 689: R1 - Bet $50, W, Balance $200
[04:07:06] Exp 693: R1 - Bet $50, L, Balance $50
[04:07:19] Exp 695: R1 - Bet $50, L, Balance $50
[04:07:33] Exp 696: R1 - Bet $70, L, Balance $30
[04:07:43] Exp 697: R1 - Bet $30, L, Balance $70
[04:07:57] Exp 698: R1 - Bet $70, W, Balance $240
[04:08:22] Exp 700: R1 - Bet $50, L, Balance $50
[04:08:28] Exp 700: R2 - Bet $50, L, Balance $0
[04:08:29] 💾 Intermediate results saved: 700 experiments
[04:08:56] Exp 704: R1 - Bet $50, L, Balance $50
[04:10:04] Exp 712: R1 - Bet $50, L, Balance $50
[04:10:30] Exp 715: R1 - Bet $30, L, Balance $70
[04:11:14] Exp 719: R1 - Bet $30, L, Balance $70
[04:11:23] Exp 720: R1 - Bet $30, W, Balance $160
[04:11:32] Exp 721: R1 - Bet $30, L, Balance $70
[04:12:12] Exp 726: R1 - Bet $70, L, Balance $30
[04:12:24] Exp 727: R1 - Bet $70, L, Balance $30
[04:12:37] Exp 728: R1 - Bet $30, L, Balance $70
[04:12:55] Exp 730: R1 - Bet $30, L, Balance $70
[04:13:03] Exp 730: R2 - Bet $30, L, Balance $40
[04:13:19] Exp 731: R1 - Bet $70, W, Balance $240
[04:13:46] Exp 733: R1 - Bet $50, L, Balance $50
[04:13:53] Exp 733: R2 - Bet $50, L, Balance $0
[04:13:57] Exp 734: R1 - Bet $30, L, Balance $70
[04:14:22] Exp 736: R1 - Bet $70, L, Balance $30
[04:14:46] Exp 739: R1 - Bet $30, L, Balance $70
[04:14:52] Exp 739: R2 - Bet $30, L, Balance $40
[04:15:22] Exp 742: R1 - Bet $50, L, Balance $50
[04:16:18] Exp 750: R1 - Bet $50, L, Balance $50
[04:16:27] 💾 Intermediate results saved: 750 experiments
[04:16:33] Exp 751: R1 - Bet $30, L, Balance $70
[04:16:55] Exp 754: R1 - Bet $50, W, Balance $200
[04:17:25] Exp 757: R1 - Bet $50, L, Balance $50
[04:17:37] Exp 758: R1 - Bet $50, W, Balance $200
[04:17:42] Exp 758: R2 - Bet $50, L, Balance $150
[04:17:57] Exp 759: R1 - Bet $30, L, Balance $70
[04:18:08] Exp 760: R1 - Bet $70, W, Balance $240
[04:18:15] Exp 760: R2 - Bet $70, L, Balance $170
[04:18:26] Exp 761: R1 - Bet $50, L, Balance $50
[04:18:35] Exp 762: R1 - Bet $30, L, Balance $70
[04:18:40] Exp 762: R2 - Bet $30, W, Balance $130
[04:18:46] Exp 762: R3 - Bet $30, L, Balance $100
[04:19:11] Exp 765: R1 - Bet $50, W, Balance $200
[04:19:13] Exp 765: R2 - Bet $50, L, Balance $150
[04:20:04] Exp 771: R1 - Bet $50, L, Balance $50
[04:20:16] Exp 772: R1 - Bet $50, L, Balance $50
[04:20:33] Exp 774: R1 - Bet $50, L, Balance $50
[04:20:39] Exp 774: R2 - Bet $50, L, Balance $0
[04:21:05] Exp 777: R1 - Bet $50, L, Balance $50
[04:21:15] Exp 778: R1 - Bet $70, L, Balance $30
[04:21:35] Exp 780: R1 - Bet $50, L, Balance $50
[04:22:13] Exp 783: R1 - Bet $30, W, Balance $160
[04:22:18] Exp 783: R2 - Bet $30, L, Balance $130
[04:23:05] Exp 789: R1 - Bet $30, L, Balance $70
[04:23:16] Exp 789: R2 - Bet $30, L, Balance $40
[04:23:37] Exp 791: R1 - Bet $30, L, Balance $70
[04:23:49] Exp 792: R1 - Bet $50, L, Balance $50
[04:23:56] Exp 792: R2 - Bet $50, L, Balance $0
[04:24:04] Exp 793: R1 - Bet $30, L, Balance $70
[04:24:15] Exp 794: R1 - Bet $50, L, Balance $50
[04:24:54] 💾 Intermediate results saved: 800 experiments
[04:24:59] Exp 801: R1 - Bet $70, L, Balance $30
[04:25:12] Exp 803: R1 - Bet $70, L, Balance $30
[04:25:29] Exp 805: R1 - Bet $50, W, Balance $200
[04:25:34] Exp 805: R2 - Bet $50, L, Balance $150
[04:25:39] Exp 805: R3 - Bet $50, W, Balance $250
[04:25:48] Exp 805: R4 - Bet $50, W, Balance $350
[04:29:57] Exp 805: R5 - Bet $50, L, Balance $300
[04:30:02] Exp 805: R6 - Bet $50, W, Balance $400
[04:30:08] Exp 805: R7 - Bet $50, L, Balance $350
[04:30:20] Exp 806: R1 - Bet $70, L, Balance $30
[04:30:32] Exp 808: R1 - Bet $30, L, Balance $70
[04:31:26] Exp 816: R1 - Bet $70, W, Balance $240
[04:31:47] Exp 818: R1 - Bet $30, W, Balance $160
[04:31:54] Exp 818: R2 - Bet $30, L, Balance $130
[04:32:14] Exp 820: R1 - Bet $50, W, Balance $200
[04:32:24] Exp 821: R1 - Bet $70, W, Balance $240
[04:32:43] Exp 823: R1 - Bet $50, L, Balance $50
[04:32:56] Exp 824: R1 - Bet $30, W, Balance $160
[04:33:14] Exp 826: R1 - Bet $70, W, Balance $240
[04:33:41] Exp 828: R1 - Bet $50, W, Balance $200
[04:33:50] Exp 828: R2 - Bet $50, L, Balance $150
[04:34:07] Exp 830: R1 - Bet $70, L, Balance $30
[04:34:16] Exp 831: R1 - Bet $50, L, Balance $50
[04:34:28] Exp 832: R1 - Bet $50, W, Balance $200
[04:34:34] Exp 832: R2 - Bet $50, L, Balance $150
[04:34:41] Exp 832: R3 - Bet $50, L, Balance $100
[04:34:54] Exp 833: R1 - Bet $30, W, Balance $160
[04:34:58] Exp 833: R2 - Bet $30, L, Balance $130
[04:35:25] Exp 837: R1 - Bet $50, L, Balance $50
[04:35:31] Exp 837: R2 - Bet $50, W, Balance $150
[04:36:13] Exp 842: R1 - Bet $50, L, Balance $50
[04:36:23] Exp 843: R1 - Bet $50, L, Balance $50
[04:36:27] Exp 843: R2 - Bet $50, L, Balance $0
[04:37:01] Exp 847: R1 - Bet $50, L, Balance $50
[04:37:20] Exp 849: R1 - Bet $50, L, Balance $50
[04:37:33] Exp 850: R1 - Bet $50, L, Balance $50
[04:37:38] Exp 850: R2 - Bet $50, L, Balance $0
[04:37:38] 💾 Intermediate results saved: 850 experiments
[04:37:45] Exp 851: R1 - Bet $30, L, Balance $70
[04:37:58] Exp 852: R1 - Bet $30, L, Balance $70
[04:38:20] Exp 854: R1 - Bet $30, L, Balance $70
[04:38:59] Exp 859: R1 - Bet $50, L, Balance $50
[04:39:05] Exp 859: R2 - Bet $50, W, Balance $150
[04:39:15] Exp 860: R1 - Bet $30, W, Balance $160
[04:39:20] Exp 860: R2 - Bet $30, W, Balance $220
[04:39:33] Exp 861: R1 - Bet $50, L, Balance $50
[04:39:51] Exp 863: R1 - Bet $30, L, Balance $70
[04:40:10] Exp 865: R1 - Bet $30, L, Balance $70
[04:40:16] Exp 865: R2 - Bet $30, W, Balance $130
[04:40:22] Exp 865: R3 - Bet $30, W, Balance $190
[04:40:31] Exp 865: R4 - Bet $30, W, Balance $250
[04:40:51] Exp 867: R1 - Bet $50, L, Balance $50
[04:41:07] Exp 869: R1 - Bet $30, L, Balance $70
[04:41:13] Exp 869: R2 - Bet $30, W, Balance $130
[04:41:20] Exp 869: R3 - Bet $30, L, Balance $100
[04:41:28] Exp 869: R4 - Bet $30, L, Balance $70
[04:41:36] Exp 869: R5 - Bet $30, L, Balance $40
[04:41:47] Exp 870: R1 - Bet $30, L, Balance $70
[04:41:54] Exp 870: R2 - Bet $30, L, Balance $40
[04:42:12] Exp 872: R1 - Bet $50, W, Balance $200
[04:42:19] Exp 872: R2 - Bet $50, L, Balance $150
[04:42:34] Exp 873: R1 - Bet $30, L, Balance $70
[04:42:44] Exp 873: R2 - Bet $30, L, Balance $40
[04:42:53] Exp 873: R3 - Bet $30, W, Balance $100
[04:43:00] Exp 873: R4 - Bet $30, W, Balance $160
[04:43:15] Exp 874: R1 - Bet $30, W, Balance $160
[04:43:20] Exp 874: R2 - Bet $30, L, Balance $130
[04:43:52] Exp 878: R1 - Bet $30, L, Balance $70
[04:43:59] Exp 878: R2 - Bet $30, L, Balance $40
[04:44:25] Exp 881: R1 - Bet $30, W, Balance $160
[04:44:30] Exp 881: R2 - Bet $30, L, Balance $130
[04:44:39] Exp 881: R3 - Bet $30, L, Balance $100
[04:44:49] Exp 881: R4 - Bet $30, L, Balance $70
[04:45:04] Exp 882: R1 - Bet $50, L, Balance $50
[04:45:18] Exp 883: R1 - Bet $70, W, Balance $240
[04:45:34] Exp 884: R1 - Bet $30, L, Balance $70
[04:45:47] Exp 885: R1 - Bet $50, W, Balance $200
[04:45:54] Exp 885: R2 - Bet $50, L, Balance $150
[04:46:12] Exp 886: R1 - Bet $30, L, Balance $70
[04:47:31] Exp 896: R1 - Bet $50, W, Balance $200
[04:48:12] Exp 900: R1 - Bet $50, W, Balance $200
[04:48:19] 💾 Intermediate results saved: 900 experiments
[04:48:42] Exp 903: R1 - Bet $30, L, Balance $70
[04:48:51] Exp 903: R2 - Bet $30, L, Balance $40
[04:49:10] Exp 905: R1 - Bet $30, W, Balance $160
[04:49:18] Exp 905: R2 - Bet $30, W, Balance $220
[04:49:24] Exp 905: R3 - Bet $30, L, Balance $190
[04:49:30] Exp 905: R4 - Bet $30, L, Balance $160
[04:49:40] Exp 905: R5 - Bet $30, L, Balance $130
[04:50:05] Exp 907: R1 - Bet $50, L, Balance $50
[04:50:39] Exp 910: R1 - Bet $30, L, Balance $70
[04:50:55] Exp 911: R1 - Bet $70, L, Balance $30
[04:51:14] Exp 912: R1 - Bet $50, W, Balance $200
[04:51:21] Exp 912: R2 - Bet $50, L, Balance $150
[04:51:42] Exp 914: R1 - Bet $50, L, Balance $50
[04:52:09] Exp 917: R1 - Bet $30, W, Balance $160
[04:52:15] Exp 917: R2 - Bet $30, W, Balance $220
[04:52:47] Exp 921: R1 - Bet $30, L, Balance $70
[04:53:00] Exp 922: R1 - Bet $50, L, Balance $50
[04:53:15] Exp 923: R1 - Bet $50, L, Balance $50
[04:53:42] Exp 925: R1 - Bet $30, W, Balance $160
[04:53:53] Exp 926: R1 - Bet $30, L, Balance $70
[04:53:59] Exp 926: R2 - Bet $30, L, Balance $40
[04:54:13] Exp 927: R1 - Bet $70, L, Balance $30
[04:54:53] Exp 932: R1 - Bet $50, L, Balance $50
[04:55:23] Exp 935: R1 - Bet $30, W, Balance $160
[04:55:29] Exp 935: R2 - Bet $30, W, Balance $220
[04:55:42] Exp 936: R1 - Bet $30, L, Balance $70
[04:56:00] Exp 937: R1 - Bet $30, W, Balance $160
[04:56:25] Exp 939: R1 - Bet $30, L, Balance $70
[04:56:31] Exp 939: R2 - Bet $30, L, Balance $40
[04:56:46] Exp 940: R1 - Bet $30, L, Balance $70
[04:57:37] Exp 948: R1 - Bet $50, W, Balance $200
[04:57:45] Exp 948: R2 - Bet $50, L, Balance $150
[04:57:52] Exp 948: R3 - Bet $50, L, Balance $100
[04:58:13] Exp 950: R1 - Bet $30, W, Balance $160
[04:58:18] Exp 950: R2 - Bet $30, L, Balance $130
[04:58:23] 💾 Intermediate results saved: 950 experiments
[04:58:28] Exp 951: R1 - Bet $30, W, Balance $160
[04:58:45] Exp 952: R1 - Bet $70, L, Balance $30
[04:58:53] Exp 952: R2 - ALL-IN $30, L, Balance $0
[04:59:18] Exp 955: R1 - Bet $70, L, Balance $30
[04:59:27] Exp 956: R1 - Bet $50, L, Balance $50
[05:00:03] Exp 961: R1 - Bet $50, L, Balance $50
[05:00:15] Exp 962: R1 - Bet $50, W, Balance $200
[05:00:44] Exp 965: R1 - Bet $50, L, Balance $50
[05:00:57] Exp 966: R1 - Bet $50, L, Balance $50
[05:01:02] Exp 966: R2 - Bet $50, L, Balance $0
[05:01:16] Exp 968: R1 - Bet $50, L, Balance $50
[05:01:30] Exp 969: R1 - Bet $30, L, Balance $70
[05:01:38] Exp 970: R1 - Bet $70, L, Balance $30
[05:02:42] Exp 978: R1 - Bet $50, L, Balance $50
[05:03:01] Exp 980: R1 - Bet $50, L, Balance $50
[05:03:50] Exp 986: R1 - Bet $70, L, Balance $30
[05:04:00] Exp 988: R1 - Bet $30, L, Balance $70
[05:04:22] Exp 990: R1 - Bet $50, L, Balance $50
[05:04:50] Exp 993: R1 - Bet $30, L, Balance $70
[05:04:57] Exp 993: R2 - Bet $30, W, Balance $130
[05:05:04] Exp 993: R3 - Bet $30, L, Balance $100
[05:05:15] Exp 993: R4 - Bet $30, L, Balance $70
[05:06:03] Exp 999: R1 - Bet $30, L, Balance $70
[05:06:13] Exp 1000: R1 - Bet $50, L, Balance $50
[05:06:18] 💾 Intermediate results saved: 1000 experiments
[05:06:35] Exp 1003: R1 - Bet $50, L, Balance $50
[05:07:05] Exp 1006: R1 - Bet $70, L, Balance $30
[05:07:18] Exp 1007: R1 - Bet $30, L, Balance $70
[05:07:24] Exp 1007: R2 - Bet $30, L, Balance $40
[05:07:37] Exp 1008: R1 - Bet $50, L, Balance $50
[05:07:51] Exp 1009: R1 - Bet $50, L, Balance $50
[05:08:31] Exp 1015: R1 - Bet $50, W, Balance $200
[05:08:47] Exp 1017: R1 - Bet $30, L, Balance $70
[05:09:05] Exp 1019: R1 - Bet $50, W, Balance $200
[05:09:10] Exp 1019: R2 - Bet $50, L, Balance $150
[05:09:31] Exp 1021: R1 - Bet $50, L, Balance $50
[05:09:42] Exp 1022: R1 - Bet $30, W, Balance $160
[05:10:25] Exp 1028: R1 - Bet $30, L, Balance $70
[05:10:30] Exp 1028: R2 - Bet $30, L, Balance $40
[05:10:38] Exp 1028: R3 - Bet $30, L, Balance $10
[05:10:49] Exp 1029: R1 - Bet $70, L, Balance $30
[05:11:06] Exp 1032: R1 - Bet $50, W, Balance $200
[05:11:18] Exp 1033: R1 - Bet $50, W, Balance $200
[05:11:22] Exp 1033: R2 - Bet $50, L, Balance $150
[05:11:36] Exp 1034: R1 - Bet $70, W, Balance $240
[05:11:49] Exp 1035: R1 - Bet $30, L, Balance $70
[05:12:00] Exp 1036: R1 - Bet $70, L, Balance $30
[05:12:12] Exp 1037: R1 - Bet $50, L, Balance $50
[05:12:20] Exp 1037: R2 - Bet $50, L, Balance $0
[05:12:26] Exp 1038: R1 - Bet $30, L, Balance $70
[05:13:06] Exp 1043: R1 - Bet $50, W, Balance $200
[05:13:26] Exp 1046: R1 - Bet $70, L, Balance $30
[05:13:37] Exp 1047: R1 - Bet $30, W, Balance $160
[05:13:41] Exp 1047: R2 - Bet $30, L, Balance $130
[05:13:54] Exp 1048: R1 - Bet $50, L, Balance $50
[05:14:08] Exp 1049: R1 - Bet $50, L, Balance $50
[05:14:23] 💾 Intermediate results saved: 1050 experiments
[05:14:57] Exp 1055: R1 - Bet $70, L, Balance $30
[05:15:06] Exp 1056: R1 - Bet $50, L, Balance $50
[05:15:20] Exp 1058: R1 - Bet $50, L, Balance $50
[05:15:26] Exp 1058: R2 - Bet $50, W, Balance $150
[05:15:33] Exp 1058: R3 - Bet $50, L, Balance $100
[05:15:56] Exp 1061: R1 - Bet $50, W, Balance $200
[05:16:02] Exp 1061: R2 - Bet $50, L, Balance $150
[05:16:09] Exp 1061: R3 - Bet $50, L, Balance $100
[05:16:16] Exp 1061: R4 - Bet $50, L, Balance $50
[05:16:58] Exp 1066: R1 - Bet $50, L, Balance $50
[05:17:12] Exp 1067: R1 - Bet $30, W, Balance $160
[05:17:28] Exp 1068: R1 - Bet $30, L, Balance $70
[05:17:35] Exp 1068: R2 - Bet $30, W, Balance $130
[05:17:43] Exp 1068: R3 - Bet $30, L, Balance $100
[05:17:55] Exp 1069: R1 - Bet $30, L, Balance $70
[05:18:02] Exp 1069: R2 - Bet $30, L, Balance $40
[05:18:12] Exp 1070: R1 - Bet $50, L, Balance $50
[05:18:22] Exp 1071: R1 - Bet $50, L, Balance $50
[05:18:51] Exp 1074: R1 - Bet $30, W, Balance $160
[05:19:18] Exp 1077: R1 - Bet $30, W, Balance $160
[05:19:30] Exp 1078: R1 - Bet $50, L, Balance $50
[05:19:48] Exp 1079: R1 - Bet $50, L, Balance $50
[05:20:26] Exp 1084: R1 - Bet $50, W, Balance $200
[05:20:44] Exp 1085: R1 - Bet $30, W, Balance $160
[05:20:50] Exp 1085: R2 - Bet $30, L, Balance $130
[05:21:01] Exp 1085: R3 - Bet $30, L, Balance $100
[05:21:06] Exp 1085: R4 - Bet $30, L, Balance $70
[05:21:21] Exp 1086: R1 - Bet $70, L, Balance $30
[05:21:41] Exp 1088: R1 - Bet $50, L, Balance $50
[05:22:05] Exp 1090: R1 - Bet $30, W, Balance $160
[05:22:22] Exp 1091: R1 - Bet $70, L, Balance $30
[05:22:38] Exp 1092: R1 - Bet $30, L, Balance $70
[05:22:57] Exp 1094: R1 - Bet $50, L, Balance $50
[05:23:24] Exp 1096: R1 - Bet $30, L, Balance $70
[05:24:04] Exp 1100: R1 - Bet $50, L, Balance $50
[05:24:15] 💾 Intermediate results saved: 1100 experiments
[05:24:52] Exp 1104: R1 - Bet $30, L, Balance $70
[05:24:59] Exp 1104: R2 - Bet $30, W, Balance $130
[05:25:12] Exp 1104: R3 - Bet $30, L, Balance $100
[05:25:21] Exp 1104: R4 - Bet $30, L, Balance $70
[05:25:31] Exp 1104: R5 - Bet $30, W, Balance $130
[05:26:25] Exp 1109: R1 - Bet $50, W, Balance $200
[05:26:33] Exp 1109: R2 - Bet $50, L, Balance $150
[05:27:04] Exp 1111: R1 - Bet $70, L, Balance $30
[05:27:17] Exp 1112: R1 - Bet $30, W, Balance $160
[05:27:39] Exp 1114: R1 - Bet $30, L, Balance $70
[05:27:53] Exp 1116: R1 - Bet $30, L, Balance $70
[05:28:01] Exp 1116: R2 - Bet $30, L, Balance $40
[05:28:11] Exp 1116: R3 - Bet $30, L, Balance $10
[05:28:40] Exp 1120: R1 - Bet $50, L, Balance $50
[05:29:02] Exp 1122: R1 - Bet $70, L, Balance $30
[05:29:27] Exp 1125: R1 - Bet $30, L, Balance $70
[05:29:34] Exp 1125: R2 - Bet $30, W, Balance $130
[05:29:42] Exp 1125: R3 - Bet $30, L, Balance $100
[05:29:59] Exp 1126: R1 - Bet $30, W, Balance $160
[05:30:06] Exp 1126: R2 - Bet $30, L, Balance $130
[05:30:13] Exp 1126: R3 - Bet $30, L, Balance $100
[05:30:39] Exp 1128: R1 - Bet $50, L, Balance $50
[05:31:02] Exp 1129: R1 - Bet $30, L, Balance $70
[05:31:11] Exp 1129: R2 - Bet $30, L, Balance $40
[05:31:38] Exp 1132: R1 - Bet $50, L, Balance $50
[05:32:01] Exp 1134: R1 - Bet $50, L, Balance $50
[05:32:16] Exp 1135: R1 - Bet $50, W, Balance $200
[05:32:22] Exp 1135: R2 - Bet $50, L, Balance $150
[05:32:57] Exp 1139: R1 - Bet $30, W, Balance $160
[05:33:25] Exp 1142: R1 - Bet $30, L, Balance $70
[05:33:32] Exp 1142: R2 - Bet $30, W, Balance $130
[05:33:38] Exp 1142: R3 - Bet $30, L, Balance $100
[05:33:44] Exp 1142: R4 - Bet $30, L, Balance $70
[05:34:05] Exp 1144: R1 - Bet $70, L, Balance $30
[05:34:46] Exp 1149: R1 - Bet $30, L, Balance $70
[05:35:02] Exp 1150: R1 - Bet $50, L, Balance $50
[05:35:09] 💾 Intermediate results saved: 1150 experiments
[05:35:16] Exp 1151: R1 - Bet $50, L, Balance $50
[05:35:30] Exp 1152: R1 - Bet $30, L, Balance $70
[05:35:43] Exp 1153: R1 - Bet $30, L, Balance $70
[05:36:01] Exp 1155: R1 - Bet $70, L, Balance $30
[05:36:13] Exp 1156: R1 - Bet $30, L, Balance $70
[05:36:25] Exp 1156: R2 - Bet $30, W, Balance $130
[05:36:39] Exp 1157: R1 - Bet $50, L, Balance $50
[05:36:53] Exp 1159: R1 - Bet $70, W, Balance $240
[05:37:07] Exp 1160: R1 - Bet $30, W, Balance $160
[05:37:25] Exp 1162: R1 - Bet $50, L, Balance $50
[05:37:38] Exp 1163: R1 - Bet $70, L, Balance $30
[05:37:51] Exp 1165: R1 - Bet $70, L, Balance $30
[05:38:54] Exp 1174: R1 - Bet $50, L, Balance $50
[05:39:29] Exp 1179: R1 - Bet $50, L, Balance $50
[05:40:10] Exp 1184: R1 - Bet $70, L, Balance $30
[05:40:30] Exp 1186: R1 - Bet $70, L, Balance $30
[05:40:38] Exp 1187: R1 - Bet $50, W, Balance $200
[05:41:10] Exp 1192: R1 - Bet $30, W, Balance $160
[05:41:15] Exp 1192: R2 - Bet $30, L, Balance $130
[05:41:20] Exp 1192: R3 - Bet $30, L, Balance $100
[05:41:26] Exp 1192: R4 - Bet $30, L, Balance $70
[05:41:50] Exp 1195: R1 - Bet $50, L, Balance $50
[05:42:09] Exp 1197: R1 - Bet $50, L, Balance $50
[05:42:19] Exp 1198: R1 - Bet $30, W, Balance $160
[05:42:30] Exp 1199: R1 - Bet $30, L, Balance $70
[05:42:41] Exp 1199: R2 - Bet $30, W, Balance $130
[05:42:57] Exp 1199: R3 - Bet $30, L, Balance $100
[05:43:04] Exp 1199: R4 - Bet $30, L, Balance $70
[05:43:20] 💾 Intermediate results saved: 1200 experiments
[05:43:25] Exp 1201: R1 - Bet $30, L, Balance $70
[05:43:32] Exp 1201: R2 - Bet $30, W, Balance $130
[05:43:57] Exp 1203: R1 - Bet $50, L, Balance $50
[05:44:31] Exp 1207: R1 - Bet $30, L, Balance $70
[05:44:44] Exp 1209: R1 - Bet $30, L, Balance $70
[05:44:53] Exp 1210: R1 - Bet $30, L, Balance $70
[05:45:00] Exp 1210: R2 - Bet $30, L, Balance $40
[05:45:18] Exp 1212: R1 - Bet $50, L, Balance $50
[05:45:31] Exp 1213: R1 - Bet $30, L, Balance $70
[05:45:40] Exp 1214: R1 - Bet $50, L, Balance $50
[05:45:47] Exp 1215: R1 - Bet $50, L, Balance $50
[05:46:03] Exp 1217: R1 - Bet $50, L, Balance $50
[05:46:26] Exp 1221: R1 - Bet $50, W, Balance $200
[05:46:31] Exp 1221: R2 - Bet $50, L, Balance $150
[05:46:38] Exp 1221: R3 - Bet $50, L, Balance $100
[05:46:50] Exp 1222: R1 - Bet $30, L, Balance $70
[05:47:05] Exp 1224: R1 - Bet $30, L, Balance $70
[05:47:23] Exp 1226: R1 - Bet $50, W, Balance $200
[05:47:47] Exp 1229: R1 - Bet $30, W, Balance $160
[05:47:54] Exp 1229: R2 - Bet $30, L, Balance $130
[05:48:10] Exp 1230: R1 - Bet $70, L, Balance $30
[05:48:37] Exp 1234: R1 - Bet $30, L, Balance $70
[05:48:49] Exp 1235: R1 - Bet $70, L, Balance $30
[05:49:04] Exp 1237: R1 - Bet $30, L, Balance $70
[05:49:19] Exp 1238: R1 - Bet $70, W, Balance $240
[05:49:27] Exp 1238: R2 - Bet $70, W, Balance $380
[05:49:39] Exp 1239: R1 - Bet $50, L, Balance $50
[05:49:48] Exp 1240: R1 - Bet $30, L, Balance $70
[05:50:19] Exp 1245: R1 - Bet $70, L, Balance $30
[05:50:29] Exp 1246: R1 - Bet $50, L, Balance $50
[05:51:01] Exp 1250: R1 - Bet $50, L, Balance $50
[05:51:08] 💾 Intermediate results saved: 1250 experiments
[05:51:14] Exp 1251: R1 - Bet $30, L, Balance $70
[05:51:17] Exp 1251: R2 - Bet $30, W, Balance $130
[05:51:47] Exp 1255: R1 - Bet $50, L, Balance $50
[05:51:51] Exp 1255: R2 - Bet $50, L, Balance $0
[05:52:03] Exp 1257: R1 - Bet $30, W, Balance $160
[05:52:25] Exp 1259: R1 - Bet $50, L, Balance $50
[05:53:00] Exp 1264: R1 - Bet $50, L, Balance $50
[05:53:27] Exp 1267: R1 - Bet $30, L, Balance $70
[05:53:46] Exp 1269: R1 - Bet $30, L, Balance $70
[05:53:59] Exp 1270: R1 - Bet $30, L, Balance $70
[05:54:05] Exp 1270: R2 - Bet $30, W, Balance $130
[05:54:11] Exp 1270: R3 - Bet $30, L, Balance $100
[05:54:17] Exp 1270: R4 - Bet $30, L, Balance $70
[05:54:48] Exp 1274: R1 - Bet $30, L, Balance $70
[05:54:52] Exp 1274: R2 - Bet $30, W, Balance $130
[05:55:38] Exp 1280: R1 - Bet $30, W, Balance $160
[05:56:02] Exp 1283: R1 - Bet $50, L, Balance $50
[05:56:12] Exp 1284: R1 - Bet $50, L, Balance $50
[05:56:28] Exp 1285: R1 - Bet $50, L, Balance $50
[05:56:56] Exp 1289: R1 - Bet $50, W, Balance $200
[05:57:03] Exp 1289: R2 - Bet $50, L, Balance $150
[05:57:28] Exp 1292: R1 - Bet $70, L, Balance $30
[05:57:38] Exp 1293: R1 - Bet $30, L, Balance $70
[05:57:49] Exp 1294: R1 - Bet $30, L, Balance $70
[05:57:54] Exp 1294: R2 - Bet $30, W, Balance $130
[05:58:02] Exp 1294: R3 - Bet $30, L, Balance $100
[05:58:10] Exp 1294: R4 - Bet $30, L, Balance $70
[05:58:57] Exp 1298: R1 - Bet $50, L, Balance $50
[05:59:07] Exp 1299: R1 - Bet $30, L, Balance $70
[05:59:17] Exp 1300: R1 - Bet $30, W, Balance $160
[05:59:24] Exp 1300: R2 - Bet $30, W, Balance $220
[05:59:31] 💾 Intermediate results saved: 1300 experiments
[05:59:55] Exp 1304: R1 - Bet $30, W, Balance $160
[06:00:02] Exp 1304: R2 - Bet $30, L, Balance $130
[06:00:08] Exp 1304: R3 - Bet $30, L, Balance $100
[06:00:31] Exp 1306: R1 - Bet $50, L, Balance $50
[06:00:48] Exp 1308: R1 - Bet $50, L, Balance $50
[06:01:17] Exp 1312: R1 - Bet $30, W, Balance $160
[06:01:21] Exp 1312: R2 - Bet $30, L, Balance $130
[06:01:37] Exp 1313: R1 - Bet $70, L, Balance $30
[06:01:55] Exp 1315: R1 - Bet $30, W, Balance $160
[06:02:02] Exp 1315: R2 - Bet $30, W, Balance $220
[06:02:17] Exp 1316: R1 - Bet $70, L, Balance $30
[06:02:52] Exp 1321: R1 - Bet $50, L, Balance $50
[06:03:25] Exp 1325: R1 - Bet $70, W, Balance $240
[06:03:37] Exp 1326: R1 - Bet $50, W, Balance $200
[06:04:03] Exp 1328: R1 - Bet $30, L, Balance $70
[06:04:15] Exp 1329: R1 - Bet $50, L, Balance $50
[06:04:27] Exp 1330: R1 - Bet $50, L, Balance $50
[06:04:39] Exp 1331: R1 - Bet $50, L, Balance $50
[06:04:50] Exp 1332: R1 - Bet $30, L, Balance $70
[06:05:07] Exp 1333: R1 - Bet $50, L, Balance $50
[06:05:30] Exp 1335: R1 - Bet $50, L, Balance $50
[06:05:36] Exp 1335: R2 - Bet $50, L, Balance $0
[06:05:51] Exp 1337: R1 - Bet $70, L, Balance $30
[06:06:09] Exp 1339: R1 - Bet $30, W, Balance $160
[06:06:15] Exp 1339: R2 - Bet $30, L, Balance $130
[06:06:35] Exp 1341: R1 - Bet $70, L, Balance $30
